Sample	Tax	Profile	Group
Z0016	g__Clostridium IV	0.000531603848812	GH
Z0017	g__Clostridium IV	0.00127584923715	GH
C0049	g__Haemophilus	0.000265801924406	HC
C0035	g__Haemophilus	0.000425283079049	HC
C0051	g__Haemophilus	0.0	HC
C0036	g__Haemophilus	0.000318962309287	HC
C0054	g__Haemophilus	0.000637924618574	HC
C0034	g__Haemophilus	0.000212641539525	HC
C0062	g__Haemophilus	0.00090372654298	HC
C0015	g__Haemophilus	0.000159481154644	HC
C0014	g__Haemophilus	0.0191908989421	HC
C0017	g__Haemophilus	0.000212641539525	HC
C0016	g__Haemophilus	0.00228589654989	HC
C0011	g__Haemophilus	0.000691085003455	HC
C0010	g__Haemophilus	0.00159481154644	HC
C0013	g__Haemophilus	0.000318962309287	HC
C0012	g__Haemophilus	0.000637924618574	HC
C0042	g__Haemophilus	5.31603848812e-05	HC
C0050	g__Haemophilus	0.00180745308596	HC
C0039	g__Haemophilus	0.0	HC
C0038	g__Haemophilus	0.0036680665568	HC
C0019	g__Haemophilus	0.00202009462549	HC
C0018	g__Haemophilus	0.0	HC
C0057	g__Haemophilus	0.0	HC
C0056	g__Haemophilus	0.0	HC
C0041	g__Haemophilus	0.00404018925097	HC
C0046	g__Haemophilus	0.00584764233693	HC
C0047	g__Haemophilus	0.000637924618574	HC
C0058	g__Haemophilus	0.000265801924406	HC
C0008	g__Haemophilus	0.000372122694168	HC
C0043	g__Haemophilus	0.000744245388337	HC
C0045	g__Haemophilus	5.31603848812e-05	HC
C0023	g__Haemophilus	0.00159481154644	HC
C0060	g__Haemophilus	0.0	HC
C0061	g__Haemophilus	0.000265801924406	HC
C0053	g__Haemophilus	0.000425283079049	HC
C0063	g__Haemophilus	0.00159481154644	HC
C0064	g__Haemophilus	0.0539046302695	HC
C0065	g__Haemophilus	0.0	HC
C0066	g__Haemophilus	0.000637924618574	HC
C0067	g__Haemophilus	0.00329594386263	HC
C0040	g__Haemophilus	0.000425283079049	HC
C0044	g__Haemophilus	0.0	HC
C0006	g__Haemophilus	0.00116952846739	HC
C0007	g__Haemophilus	5.31603848812e-05	HC
C0004	g__Haemophilus	0.0	HC
C0005	g__Haemophilus	0.000318962309287	HC
C0002	g__Haemophilus	0.0111105204402	HC
C0003	g__Haemophilus	0.000318962309287	HC
C0001	g__Haemophilus	0.000159481154644	HC
C0024	g__Haemophilus	0.000372122694168	HC
C0025	g__Haemophilus	0.000637924618574	HC
C0026	g__Haemophilus	0.000318962309287	HC
C0027	g__Haemophilus	0.000797405773218	HC
C0020	g__Haemophilus	0.0	HC
C0021	g__Haemophilus	0.000956886927861	HC
C0022	g__Haemophilus	0.0	HC
C0009	g__Haemophilus	0.000691085003455	HC
C0052	g__Haemophilus	0.0	HC
C0033	g__Haemophilus	0.000478443463931	HC
C0048	g__Haemophilus	0.000584764233693	HC
C0032	g__Haemophilus	0.0	HC
C0037	g__Haemophilus	0.000425283079049	HC
C0059	g__Haemophilus	0.00303014193823	HC
C0031	g__Haemophilus	0.00101004731274	HC
C0030	g__Haemophilus	0.000318962309287	HC
C0028	g__Haemophilus	0.0135558981447	HC
C0055	g__Haemophilus	0.0	HC
C0029	g__Haemophilus	5.31603848812e-05	HC
Z0032	g__Haemophilus	0.0	GH
Z0021	g__Haemophilus	0.000372122694168	GH
Z0020	g__Haemophilus	0.000265801924406	GH
Z0023	g__Haemophilus	0.000372122694168	GH
Z0022	g__Haemophilus	0.0	GH
Z0025	g__Haemophilus	0.000106320769762	GH
Z0009	g__Haemophilus	0.000159481154644	GH
Z0008	g__Haemophilus	0.000318962309287	GH
Z0007	g__Haemophilus	0.0	GH
Z0006	g__Haemophilus	0.000478443463931	GH
Z0005	g__Haemophilus	0.000584764233693	GH
Z0004	g__Haemophilus	0.000159481154644	GH
Z0002	g__Haemophilus	5.31603848812e-05	GH
Z0027	g__Haemophilus	5.31603848812e-05	GH
Z0026	g__Haemophilus	0.00568816118229	GH
Z0029	g__Haemophilus	0.0	GH
Z0018	g__Haemophilus	0.00148849077667	GH
Z0019	g__Haemophilus	0.0	GH
Z0030	g__Haemophilus	0.000265801924406	GH
Z0031	g__Haemophilus	0.000637924618574	GH
Z0010	g__Haemophilus	5.31603848812e-05	GH
Z0011	g__Haemophilus	0.0	GH
Z0012	g__Haemophilus	0.000797405773218	GH
Z0013	g__Haemophilus	0.0	GH
Z0014	g__Haemophilus	0.0	GH
Z0015	g__Haemophilus	0.0	GH
Z0016	g__Haemophilus	0.0	GH
Z0017	g__Haemophilus	0.0	GH
C0049	g__Clostridium XVIII	0.000691085003455	HC
C0035	g__Clostridium XVIII	0.000691085003455	HC
C0051	g__Clostridium XVIII	0.000106320769762	HC
C0036	g__Clostridium XVIII	0.00127584923715	HC
C0054	g__Clostridium XVIII	0.000212641539525	HC
C0034	g__Clostridium XVIII	0.0	HC
C0062	g__Clostridium XVIII	0.0	HC
C0015	g__Clostridium XVIII	0.000797405773218	HC
C0014	g__Clostridium XVIII	0.0	HC
C0017	g__Clostridium XVIII	0.000265801924406	HC
C0016	g__Clostridium XVIII	0.00175429270108	HC
C0011	g__Clostridium XVIII	0.00834618042635	HC
C0010	g__Clostridium XVIII	5.31603848812e-05	HC
C0013	g__Clostridium XVIII	0.000106320769762	HC
C0012	g__Clostridium XVIII	0.000159481154644	HC
C0042	g__Clostridium XVIII	0.0	HC
C0050	g__Clostridium XVIII	0.000478443463931	HC
C0039	g__Clostridium XVIII	0.00164797193132	HC
C0038	g__Clostridium XVIII	0.000478443463931	HC
C0019	g__Clostridium XVIII	0.00361490617192	HC
C0018	g__Clostridium XVIII	0.000372122694168	HC
C0057	g__Clostridium XVIII	0.000318962309287	HC
C0056	g__Clostridium XVIII	0.000956886927861	HC
C0041	g__Clostridium XVIII	0.000212641539525	HC
C0046	g__Clostridium XVIII	0.000159481154644	HC
C0047	g__Clostridium XVIII	0.000106320769762	HC
C0058	g__Clostridium XVIII	5.31603848812e-05	HC
C0008	g__Clostridium XVIII	0.00159481154644	HC
C0043	g__Clostridium XVIII	0.00239221731965	HC
C0045	g__Clostridium XVIII	0.000318962309287	HC
C0023	g__Clostridium XVIII	5.31603848812e-05	HC
C0060	g__Clostridium XVIII	0.000106320769762	HC
C0061	g__Clostridium XVIII	0.000425283079049	HC
C0053	g__Clostridium XVIII	0.00106320769762	HC
C0063	g__Clostridium XVIII	0.00148849077667	HC
C0064	g__Clostridium XVIII	0.000106320769762	HC
C0065	g__Clostridium XVIII	0.000265801924406	HC
C0066	g__Clostridium XVIII	0.000691085003455	HC
C0067	g__Clostridium XVIII	0.000265801924406	HC
C0040	g__Clostridium XVIII	0.00127584923715	HC
C0044	g__Clostridium XVIII	0.00122268885227	HC
C0006	g__Clostridium XVIII	0.000637924618574	HC
C0007	g__Clostridium XVIII	0.00090372654298	HC
C0004	g__Clostridium XVIII	0.000265801924406	HC
C0005	g__Clostridium XVIII	0.00101004731274	HC
C0002	g__Clostridium XVIII	0.000584764233693	HC
C0003	g__Clostridium XVIII	0.000584764233693	HC
C0001	g__Clostridium XVIII	0.00808037850194	HC
C0024	g__Clostridium XVIII	5.31603848812e-05	HC
C0025	g__Clostridium XVIII	0.000318962309287	HC
C0026	g__Clostridium XVIII	0.00388070809633	HC
C0027	g__Clostridium XVIII	0.000212641539525	HC
C0020	g__Clostridium XVIII	0.000159481154644	HC
C0021	g__Clostridium XVIII	0.000212641539525	HC
C0022	g__Clostridium XVIII	0.0115358035192	HC
C0009	g__Clostridium XVIII	0.000318962309287	HC
C0052	g__Clostridium XVIII	5.31603848812e-05	HC
C0033	g__Clostridium XVIII	0.00138217000691	HC
C0048	g__Clostridium XVIII	0.000956886927861	HC
C0032	g__Clostridium XVIII	0.0	HC
C0037	g__Clostridium XVIII	0.00143533039179	HC
C0059	g__Clostridium XVIII	0.000106320769762	HC
C0031	g__Clostridium XVIII	0.0	HC
C0030	g__Clostridium XVIII	5.31603848812e-05	HC
C0028	g__Clostridium XVIII	0.000159481154644	HC
C0055	g__Clostridium XVIII	0.0	HC
C0029	g__Clostridium XVIII	5.31603848812e-05	HC
Z0032	g__Clostridium XVIII	0.0	GH
Z0021	g__Clostridium XVIII	0.0	GH
Z0020	g__Clostridium XVIII	0.000265801924406	GH
Z0023	g__Clostridium XVIII	0.000744245388337	GH
Z0022	g__Clostridium XVIII	5.31603848812e-05	GH
Z0025	g__Clostridium XVIII	0.00127584923715	GH
Z0009	g__Clostridium XVIII	0.000159481154644	GH
Z0008	g__Clostridium XVIII	0.0	GH
Z0007	g__Clostridium XVIII	0.0	GH
Z0006	g__Clostridium XVIII	0.000265801924406	GH
Z0005	g__Clostridium XVIII	0.000159481154644	GH
Z0004	g__Clostridium XVIII	0.000106320769762	GH
Z0002	g__Clostridium XVIII	0.000478443463931	GH
Z0027	g__Clostridium XVIII	0.000106320769762	GH
Z0026	g__Clostridium XVIII	0.000159481154644	GH
Z0029	g__Clostridium XVIII	0.0	GH
Z0018	g__Clostridium XVIII	0.0	GH
Z0019	g__Clostridium XVIII	0.000212641539525	GH
Z0030	g__Clostridium XVIII	0.000212641539525	GH
Z0031	g__Clostridium XVIII	0.000637924618574	GH
Z0010	g__Clostridium XVIII	5.31603848812e-05	GH
Z0011	g__Clostridium XVIII	0.000265801924406	GH
Z0012	g__Clostridium XVIII	5.31603848812e-05	GH
Z0013	g__Clostridium XVIII	0.000159481154644	GH
Z0014	g__Clostridium XVIII	0.000318962309287	GH
Z0015	g__Clostridium XVIII	0.0	GH
Z0016	g__Clostridium XVIII	0.0	GH
Z0017	g__Clostridium XVIII	0.0	GH
C0049	g__Saccharibacteria_genera_incertae_sedis	0.0	HC
C0035	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	HC
C0051	g__Saccharibacteria_genera_incertae_sedis	0.000265801924406	HC
C0036	g__Saccharibacteria_genera_incertae_sedis	0.000318962309287	HC
C0054	g__Saccharibacteria_genera_incertae_sedis	0.000318962309287	HC
C0034	g__Saccharibacteria_genera_incertae_sedis	0.000318962309287	HC
C0062	g__Saccharibacteria_genera_incertae_sedis	0.00154165116155	HC
C0015	g__Saccharibacteria_genera_incertae_sedis	0.000691085003455	HC
C0014	g__Saccharibacteria_genera_incertae_sedis	0.000159481154644	HC
C0017	g__Saccharibacteria_genera_incertae_sedis	0.0	HC
C0016	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	HC
C0011	g__Saccharibacteria_genera_incertae_sedis	0.00175429270108	HC
C0010	g__Saccharibacteria_genera_incertae_sedis	0.000212641539525	HC
C0013	g__Saccharibacteria_genera_incertae_sedis	0.000478443463931	HC
C0012	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	HC
C0042	g__Saccharibacteria_genera_incertae_sedis	0.000159481154644	HC
C0050	g__Saccharibacteria_genera_incertae_sedis	0.0	HC
C0039	g__Saccharibacteria_genera_incertae_sedis	0.00292382116847	HC
C0038	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	HC
C0019	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	HC
C0018	g__Saccharibacteria_genera_incertae_sedis	0.0	HC
C0057	g__Saccharibacteria_genera_incertae_sedis	0.000744245388337	HC
C0056	g__Saccharibacteria_genera_incertae_sedis	0.0011163680825	HC
C0041	g__Saccharibacteria_genera_incertae_sedis	0.0	HC
C0046	g__Saccharibacteria_genera_incertae_sedis	0.0	HC
C0047	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	HC
C0058	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	HC
C0008	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	HC
C0043	g__Saccharibacteria_genera_incertae_sedis	0.0	HC
C0045	g__Saccharibacteria_genera_incertae_sedis	0.000318962309287	HC
C0023	g__Saccharibacteria_genera_incertae_sedis	0.0011163680825	HC
C0060	g__Saccharibacteria_genera_incertae_sedis	0.00239221731965	HC
C0061	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	HC
C0053	g__Saccharibacteria_genera_incertae_sedis	0.000637924618574	HC
C0063	g__Saccharibacteria_genera_incertae_sedis	0.000637924618574	HC
C0064	g__Saccharibacteria_genera_incertae_sedis	0.000478443463931	HC
C0065	g__Saccharibacteria_genera_incertae_sedis	0.00143533039179	HC
C0066	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	HC
C0067	g__Saccharibacteria_genera_incertae_sedis	0.0011163680825	HC
C0040	g__Saccharibacteria_genera_incertae_sedis	0.000159481154644	HC
C0044	g__Saccharibacteria_genera_incertae_sedis	0.000159481154644	HC
C0006	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	HC
C0007	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	HC
C0004	g__Saccharibacteria_genera_incertae_sedis	0.000531603848812	HC
C0005	g__Saccharibacteria_genera_incertae_sedis	0.000637924618574	HC
C0002	g__Saccharibacteria_genera_incertae_sedis	0.000159481154644	HC
C0003	g__Saccharibacteria_genera_incertae_sedis	0.0	HC
C0001	g__Saccharibacteria_genera_incertae_sedis	0.00223273616501	HC
C0024	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	HC
C0025	g__Saccharibacteria_genera_incertae_sedis	0.000159481154644	HC
C0026	g__Saccharibacteria_genera_incertae_sedis	0.00313646270799	HC
C0027	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	HC
C0020	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	HC
C0021	g__Saccharibacteria_genera_incertae_sedis	0.000212641539525	HC
C0022	g__Saccharibacteria_genera_incertae_sedis	0.00106320769762	HC
C0009	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	HC
C0052	g__Saccharibacteria_genera_incertae_sedis	0.000425283079049	HC
C0033	g__Saccharibacteria_genera_incertae_sedis	0.0	HC
C0048	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	HC
C0032	g__Saccharibacteria_genera_incertae_sedis	0.0	HC
C0037	g__Saccharibacteria_genera_incertae_sedis	0.0011163680825	HC
C0059	g__Saccharibacteria_genera_incertae_sedis	0.000372122694168	HC
C0031	g__Saccharibacteria_genera_incertae_sedis	0.0	HC
C0030	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	HC
C0028	g__Saccharibacteria_genera_incertae_sedis	0.000425283079049	HC
C0055	g__Saccharibacteria_genera_incertae_sedis	0.000318962309287	HC
C0029	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	HC
Z0032	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	GH
Z0021	g__Saccharibacteria_genera_incertae_sedis	0.000584764233693	GH
Z0020	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	GH
Z0023	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	GH
Z0022	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	GH
Z0025	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
Z0009	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
Z0008	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	GH
Z0007	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	GH
Z0006	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
Z0005	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	GH
Z0004	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
Z0002	g__Saccharibacteria_genera_incertae_sedis	0.000212641539525	GH
Z0027	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
Z0026	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	GH
Z0029	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
Z0018	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	GH
Z0019	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	GH
Z0030	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
Z0031	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	GH
Z0010	g__Saccharibacteria_genera_incertae_sedis	5.31603848812e-05	GH
Z0011	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
Z0012	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
Z0013	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
Z0014	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
Z0015	g__Saccharibacteria_genera_incertae_sedis	0.000106320769762	GH
Z0016	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
Z0017	g__Saccharibacteria_genera_incertae_sedis	0.0	GH
C0049	g__Eggerthella	0.0	HC
C0035	g__Eggerthella	0.0	HC
C0051	g__Eggerthella	0.0	HC
C0036	g__Eggerthella	0.00159481154644	HC
C0054	g__Eggerthella	0.000318962309287	HC
C0034	g__Eggerthella	0.000318962309287	HC
C0062	g__Eggerthella	5.31603848812e-05	HC
C0015	g__Eggerthella	0.000265801924406	HC
C0014	g__Eggerthella	0.0	HC
C0017	g__Eggerthella	0.0	HC
C0016	g__Eggerthella	0.000265801924406	HC
C0011	g__Eggerthella	0.00212641539525	HC
C0010	g__Eggerthella	0.000106320769762	HC
C0013	g__Eggerthella	0.000106320769762	HC
C0012	g__Eggerthella	0.0	HC
C0042	g__Eggerthella	5.31603848812e-05	HC
C0050	g__Eggerthella	0.0	HC
C0039	g__Eggerthella	0.000584764233693	HC
C0038	g__Eggerthella	0.000265801924406	HC
C0019	g__Eggerthella	0.000106320769762	HC
C0018	g__Eggerthella	0.000265801924406	HC
C0057	g__Eggerthella	0.0036680665568	HC
C0056	g__Eggerthella	0.0	HC
C0041	g__Eggerthella	5.31603848812e-05	HC
C0046	g__Eggerthella	0.000159481154644	HC
C0047	g__Eggerthella	0.0	HC
C0058	g__Eggerthella	0.0	HC
C0008	g__Eggerthella	0.000159481154644	HC
C0043	g__Eggerthella	0.000212641539525	HC
C0045	g__Eggerthella	5.31603848812e-05	HC
C0023	g__Eggerthella	0.000212641539525	HC
C0060	g__Eggerthella	0.0	HC
C0061	g__Eggerthella	0.000106320769762	HC
C0053	g__Eggerthella	0.000584764233693	HC
C0063	g__Eggerthella	0.0	HC
C0064	g__Eggerthella	0.0	HC
C0065	g__Eggerthella	0.00186061347084	HC
C0066	g__Eggerthella	0.000159481154644	HC
C0067	g__Eggerthella	0.000212641539525	HC
C0040	g__Eggerthella	0.000318962309287	HC
C0044	g__Eggerthella	0.000212641539525	HC
C0006	g__Eggerthella	0.000212641539525	HC
C0007	g__Eggerthella	0.000106320769762	HC
C0004	g__Eggerthella	0.0	HC
C0005	g__Eggerthella	0.000531603848812	HC
C0002	g__Eggerthella	5.31603848812e-05	HC
C0003	g__Eggerthella	5.31603848812e-05	HC
C0001	g__Eggerthella	0.0	HC
C0024	g__Eggerthella	0.0	HC
C0025	g__Eggerthella	0.000265801924406	HC
C0026	g__Eggerthella	0.00781457657753	HC
C0027	g__Eggerthella	0.000637924618574	HC
C0020	g__Eggerthella	0.00132900962203	HC
C0021	g__Eggerthella	5.31603848812e-05	HC
C0022	g__Eggerthella	5.31603848812e-05	HC
C0009	g__Eggerthella	0.000212641539525	HC
C0052	g__Eggerthella	0.0	HC
C0033	g__Eggerthella	0.0	HC
C0048	g__Eggerthella	0.0	HC
C0032	g__Eggerthella	0.0	HC
C0037	g__Eggerthella	0.000159481154644	HC
C0059	g__Eggerthella	0.00382754771145	HC
C0031	g__Eggerthella	0.0	HC
C0030	g__Eggerthella	0.000159481154644	HC
C0028	g__Eggerthella	5.31603848812e-05	HC
C0055	g__Eggerthella	0.000318962309287	HC
C0029	g__Eggerthella	0.00154165116155	HC
Z0032	g__Eggerthella	0.0	GH
Z0021	g__Eggerthella	5.31603848812e-05	GH
Z0020	g__Eggerthella	0.0	GH
Z0023	g__Eggerthella	0.0	GH
Z0022	g__Eggerthella	0.000159481154644	GH
Z0025	g__Eggerthella	5.31603848812e-05	GH
Z0009	g__Eggerthella	0.0	GH
Z0008	g__Eggerthella	0.0	GH
Z0007	g__Eggerthella	5.31603848812e-05	GH
Z0006	g__Eggerthella	0.000106320769762	GH
Z0005	g__Eggerthella	0.0	GH
Z0004	g__Eggerthella	0.0	GH
Z0002	g__Eggerthella	0.0	GH
Z0027	g__Eggerthella	0.0	GH
Z0026	g__Eggerthella	0.000212641539525	GH
Z0029	g__Eggerthella	0.0	GH
Z0018	g__Eggerthella	0.0	GH
Z0019	g__Eggerthella	0.000106320769762	GH
Z0030	g__Eggerthella	0.0	GH
Z0031	g__Eggerthella	0.0	GH
Z0010	g__Eggerthella	0.0	GH
Z0011	g__Eggerthella	5.31603848812e-05	GH
Z0012	g__Eggerthella	0.0	GH
Z0013	g__Eggerthella	0.0	GH
Z0014	g__Eggerthella	5.31603848812e-05	GH
Z0015	g__Eggerthella	0.0	GH
Z0016	g__Eggerthella	5.31603848812e-05	GH
Z0017	g__Eggerthella	0.0	GH
C0049	g__Actinomyces	5.31603848812e-05	HC
C0035	g__Actinomyces	0.000318962309287	HC
C0051	g__Actinomyces	5.31603848812e-05	HC
C0036	g__Actinomyces	5.31603848812e-05	HC
C0054	g__Actinomyces	5.31603848812e-05	HC
C0034	g__Actinomyces	0.000744245388337	HC
C0062	g__Actinomyces	0.000531603848812	HC
C0015	g__Actinomyces	0.000956886927861	HC
C0014	g__Actinomyces	0.000106320769762	HC
C0017	g__Actinomyces	5.31603848812e-05	HC
C0016	g__Actinomyces	0.000106320769762	HC
C0011	g__Actinomyces	0.0017011323162	HC
C0010	g__Actinomyces	0.000425283079049	HC
C0013	g__Actinomyces	0.000212641539525	HC
C0012	g__Actinomyces	5.31603848812e-05	HC
C0042	g__Actinomyces	0.000212641539525	HC
C0050	g__Actinomyces	0.000106320769762	HC
C0039	g__Actinomyces	0.00478443463931	HC
C0038	g__Actinomyces	5.31603848812e-05	HC
C0019	g__Actinomyces	0.000106320769762	HC
C0018	g__Actinomyces	0.0	HC
C0057	g__Actinomyces	0.000159481154644	HC
C0056	g__Actinomyces	0.000265801924406	HC
C0041	g__Actinomyces	0.0	HC
C0046	g__Actinomyces	0.000106320769762	HC
C0047	g__Actinomyces	5.31603848812e-05	HC
C0058	g__Actinomyces	0.000265801924406	HC
C0008	g__Actinomyces	5.31603848812e-05	HC
C0043	g__Actinomyces	0.000531603848812	HC
C0045	g__Actinomyces	0.000106320769762	HC
C0023	g__Actinomyces	0.00101004731274	HC
C0060	g__Actinomyces	0.00186061347084	HC
C0061	g__Actinomyces	0.00233905693477	HC
C0053	g__Actinomyces	0.000265801924406	HC
C0063	g__Actinomyces	0.000531603848812	HC
C0064	g__Actinomyces	0.000159481154644	HC
C0065	g__Actinomyces	0.00106320769762	HC
C0066	g__Actinomyces	0.000425283079049	HC
C0067	g__Actinomyces	0.000531603848812	HC
C0040	g__Actinomyces	0.0	HC
C0044	g__Actinomyces	0.0	HC
C0006	g__Actinomyces	0.000159481154644	HC
C0007	g__Actinomyces	5.31603848812e-05	HC
C0004	g__Actinomyces	0.000691085003455	HC
C0005	g__Actinomyces	5.31603848812e-05	HC
C0002	g__Actinomyces	0.000372122694168	HC
C0003	g__Actinomyces	0.0	HC
C0001	g__Actinomyces	0.00180745308596	HC
C0024	g__Actinomyces	0.0	HC
C0025	g__Actinomyces	0.0	HC
C0026	g__Actinomyces	0.00372122694168	HC
C0027	g__Actinomyces	5.31603848812e-05	HC
C0020	g__Actinomyces	0.000797405773218	HC
C0021	g__Actinomyces	0.000212641539525	HC
C0022	g__Actinomyces	0.000265801924406	HC
C0009	g__Actinomyces	0.000212641539525	HC
C0052	g__Actinomyces	0.000106320769762	HC
C0033	g__Actinomyces	0.0	HC
C0048	g__Actinomyces	0.0	HC
C0032	g__Actinomyces	0.0	HC
C0037	g__Actinomyces	0.000212641539525	HC
C0059	g__Actinomyces	0.000265801924406	HC
C0031	g__Actinomyces	5.31603848812e-05	HC
C0030	g__Actinomyces	5.31603848812e-05	HC
C0028	g__Actinomyces	0.000531603848812	HC
C0055	g__Actinomyces	0.000637924618574	HC
C0029	g__Actinomyces	0.000106320769762	HC
Z0032	g__Actinomyces	0.0	GH
Z0021	g__Actinomyces	0.000265801924406	GH
Z0020	g__Actinomyces	5.31603848812e-05	GH
Z0023	g__Actinomyces	0.000106320769762	GH
Z0022	g__Actinomyces	0.0	GH
Z0025	g__Actinomyces	5.31603848812e-05	GH
Z0009	g__Actinomyces	0.000106320769762	GH
Z0008	g__Actinomyces	0.0	GH
Z0007	g__Actinomyces	5.31603848812e-05	GH
Z0006	g__Actinomyces	0.0	GH
Z0005	g__Actinomyces	0.0	GH
Z0004	g__Actinomyces	0.000106320769762	GH
Z0002	g__Actinomyces	5.31603848812e-05	GH
Z0027	g__Actinomyces	0.0	GH
Z0026	g__Actinomyces	0.000106320769762	GH
Z0029	g__Actinomyces	0.0	GH
Z0018	g__Actinomyces	0.0	GH
Z0019	g__Actinomyces	5.31603848812e-05	GH
Z0030	g__Actinomyces	5.31603848812e-05	GH
Z0031	g__Actinomyces	0.0	GH
Z0010	g__Actinomyces	5.31603848812e-05	GH
Z0011	g__Actinomyces	0.0	GH
Z0012	g__Actinomyces	5.31603848812e-05	GH
Z0013	g__Actinomyces	5.31603848812e-05	GH
Z0014	g__Actinomyces	5.31603848812e-05	GH
Z0015	g__Actinomyces	5.31603848812e-05	GH
Z0016	g__Actinomyces	0.0	GH
Z0017	g__Actinomyces	0.0	GH
C0049	g__Granulicatella	0.0	HC
C0035	g__Granulicatella	0.0	HC
C0051	g__Granulicatella	5.31603848812e-05	HC
C0036	g__Granulicatella	5.31603848812e-05	HC
C0054	g__Granulicatella	0.000106320769762	HC
C0034	g__Granulicatella	0.000106320769762	HC
C0062	g__Granulicatella	0.000212641539525	HC
C0015	g__Granulicatella	0.0	HC
C0014	g__Granulicatella	5.31603848812e-05	HC
C0017	g__Granulicatella	5.31603848812e-05	HC
C0016	g__Granulicatella	0.0	HC
C0011	g__Granulicatella	0.000318962309287	HC
C0010	g__Granulicatella	0.000159481154644	HC
C0013	g__Granulicatella	0.000106320769762	HC
C0012	g__Granulicatella	0.000159481154644	HC
C0042	g__Granulicatella	0.0	HC
C0050	g__Granulicatella	0.000159481154644	HC
C0039	g__Granulicatella	0.000478443463931	HC
C0038	g__Granulicatella	0.0	HC
C0019	g__Granulicatella	0.000265801924406	HC
C0018	g__Granulicatella	0.000159481154644	HC
C0057	g__Granulicatella	0.0	HC
C0056	g__Granulicatella	5.31603848812e-05	HC
C0041	g__Granulicatella	0.0	HC
C0046	g__Granulicatella	5.31603848812e-05	HC
C0047	g__Granulicatella	0.0	HC
C0058	g__Granulicatella	0.0	HC
C0008	g__Granulicatella	5.31603848812e-05	HC
C0043	g__Granulicatella	0.000318962309287	HC
C0045	g__Granulicatella	0.000106320769762	HC
C0023	g__Granulicatella	0.000425283079049	HC
C0060	g__Granulicatella	0.000531603848812	HC
C0061	g__Granulicatella	0.000265801924406	HC
C0053	g__Granulicatella	5.31603848812e-05	HC
C0063	g__Granulicatella	0.000637924618574	HC
C0064	g__Granulicatella	0.0	HC
C0065	g__Granulicatella	5.31603848812e-05	HC
C0066	g__Granulicatella	0.0	HC
C0067	g__Granulicatella	5.31603848812e-05	HC
C0040	g__Granulicatella	5.31603848812e-05	HC
C0044	g__Granulicatella	0.0	HC
C0006	g__Granulicatella	0.0	HC
C0007	g__Granulicatella	0.0	HC
C0004	g__Granulicatella	0.000425283079049	HC
C0005	g__Granulicatella	5.31603848812e-05	HC
C0002	g__Granulicatella	0.000478443463931	HC
C0003	g__Granulicatella	0.0	HC
C0001	g__Granulicatella	0.00233905693477	HC
C0024	g__Granulicatella	0.0	HC
C0025	g__Granulicatella	0.0	HC
C0026	g__Granulicatella	0.000584764233693	HC
C0027	g__Granulicatella	0.000106320769762	HC
C0020	g__Granulicatella	0.000159481154644	HC
